iter	MultiClass
367	0.02584225461
368	0.02575805418
369	0.02567972429
370	0.02558103264
371	0.02549320471
372	0.02540104098
373	0.02532521602
374	0.02524090285
375	0.02516816515
376	0.02510272232
377	0.02501690715
378	0.02487709487
379	0.0248423438
380	0.02475133393
381	0.02469786714
382	0.02465907688
383	0.02459647094
384	0.02447792932
385	0.02440449251
386	0.02431180456
387	0.0242420663
388	0.0241657912
389	0.02408276539
390	0.02404348197
391	0.02395929115
392	0.02388908267
393	0.02378575855
394	0.02369953753
395	0.02359883144
396	0.02351672411
397	0.02347329302
398	0.02334643489
399	0.02327272605
400	0.02318246115
401	0.02313360268
402	0.02303327871
403	0.0229184668
404	0.0228670292
405	0.0228171854
406	0.02269343935
407	0.02259811224
408	0.02249566772
409	0.02240968492
410	0.022356096
411	0.02224282899
412	0.02218430567
413	0.02211760887
414	0.022035575
415	0.0219494523
416	0.02184661916
417	0.02175547695
418	0.02166774762
419	0.02162277573
420	0.02155315766
421	0.02146991961
422	0.02140087302
423	0.02131911775
424	0.02125407432
425	0.02119237963
426	0.0211177857
427	0.02108478224
428	0.02101287087
429	0.02096014895
430	0.02091025804
431	0.02087575953
432	0.02082252349
433	0.02073421196
434	0.02070364996
435	0.02066200601
436	0.02057844257
437	0.02050729988
438	0.02046413691
439	0.02038573363
440	0.02035706226
441	0.02031257746
442	0.02023626997
443	0.02019280871
444	0.02014508231
445	0.02009684132
446	0.0200327665
447	0.01999853287
448	0.01994909566
449	0.01989448341
450	0.01985719004
451	0.01982429925
452	0.01974816089
453	0.01967047557
454	0.01961595561
455	0.01953323356
456	0.0194450072
457	0.01939202064
458	0.01934603531
459	0.019265138
460	0.01920625937
461	0.01916373558
462	0.01910563426
463	0.01906787347
464	0.01899641378
465	0.01895016493
466	0.0188923145
467	0.01884812897
468	0.01880312255
469	0.01871993837
470	0.01862250578
471	0.01857357263
472	0.01849210505
473	0.01842817567
474	0.01838219058
475	0.01833429137
476	0.01828203972
477	0.01823374613
478	0.018166542
479	0.01810866938
480	0.01807858355
481	0.0180292424
482	0.01798557589
483	0.01794982534
484	0.01789026355
485	0.01784084272
486	0.01779512467
487	0.01775488518
488	0.0177270024
489	0.01762919107
490	0.01756406205
491	0.01752581539
492	0.01750279023
493	0.01747768418
494	0.01743898556
495	0.01737559453
496	0.01732464484
497	0.01728853647
498	0.01725745913
499	0.01722296597
